"03","10008749","0000080063306340","鹤山市宏塑胶粘制品实业有限公司","OA","","4A","20170109","20170109","20170109","USD",+000000000000118000.00,+000000000000118000.00,"","1","08100","08108","国际业务部                            ","0060271","陈嘉乐                                  ","","","19020179910167551","20170109","20170612","",+0000000000000000000.00,+000000000000000000.00,+000000000000000000.00,"",+0.0,"",+0.0,"",+0.0,"",+0.0,"","","","20170124"
"03","10034924","0000080041933713","江门市天富林贸易有限公司","EP","","4A","20170112","20170112","20170112","USD",+000000000000169404.00,+000000000000169404.00,"","1","08100","08108","国际业务部                            ","0060271","陈嘉乐                                  ","","","19020179910260899","20170112","20170529","",+0000000000000000000.00,+000000000000000000.00,+000000000000000000.00,"",+0.0,"",+0.0,"",+0.0,"",+0.0,"","","","20170124"
"03","10533771","0000080067946480","江门市志杰进出口有限公司","EP","","4A","20161215","20161215","20161215","USD",+000000000000047000.00,+000000000000047000.00,"","1","08100","08108","国际业务部                            ","0060271","陈嘉乐                                  ","","","19020169919595572","20161215","20170427","",+0000000000000000000.00,+000000000000000000.00,+000000000000000000.00,"",+0.0,"",+0.0,"",+0.0,"",+0.0,"","","","20170124"
"03","10710038","0000080041933713","江门市天富林贸易有限公司","EP","","4A","20170119","20170119","20170119","USD",+000000000000240742.00,+000000000000240742.00,"","1","08100","08108","国际业务部                            ","0060271","陈嘉乐                                  ","","","19020179910541348","20170119","20170609","",+0000000000000000000.00,+000000000000000000.00,+000000000000000000.00,"",+0.0,"",+0.0,"",+0.0,"",+0.0,"","","","20170124"
"03","11130069","0000080063306340","鹤山市宏塑胶粘制品实业有限公司","OA","","4A","20161222","20161222","20161222","USD",+000000000000211000.00,+000000000000211000.00,"","1","08100","08108","国际业务部                            ","0060271","陈嘉乐                                  ","","","19020169919912752","20161222","20170515","",+0000000000000000000.00,+000000000000000000.00,+000000000000000000.00,"",+0.0,"",+0.0,"",+0.0,"",+0.0,"","","","20170124"
"03","11870225","0000080041963555","江门市南洋船舶工程有限公司","IP","","4A","20161228","20161228","20161228","USD",+000000000000069000.00,+000000000000069000.00,"","1","08100","08108","国际业务部                            ","0060271","陈嘉乐                                  ","","","19020169920112140","20161228","20170620","",+0000000000000000000.00,+000000000000000000.00,+000000000000000000.00,"",+0.0,"",+0.0,"",+0.0,"",+0.0,"","","","20170124"
"03","11985335","0000080053795178","江门市振业水产有限公司","EP","","4A","20161229","20161229","20161229","USD",+000000000000021000.00,+000000000000021000.00,"","1","08100","08108","国际业务部                            ","0060271","陈嘉乐                                  ","","","19020169920178190","20161229","20170224","",+0000000000000000000.00,+000000000000000000.00,+000000000000000000.00,"",+0.0,"",+0.0,"",+0.0,"",+0.0,"","","","20170124"
"03","12007154","0000080053795178","江门市振业水产有限公司","EP","","2B","20161219","20161219","20161219","USD",+000000000000050000.00,+000000000000050000.00,"","1","08100","08108","国际业务部                            ","0060271","陈嘉乐                                  ","","","19020169919352313","20161206","20170125","20161219",+0000000000000050000.00,+000000000000050000.00,+000000000000000000.00,"",+0.0,"",+0.0,"",+0.0,"",+0.0,"","","","20170124"
"03","12034553","0000080053795178","江门市振业水产有限公司","EP","","4A","20161229","20161229","20161229","USD",+000000000000047000.00,+000000000000047000.00,"","1","08100","08108","国际业务部                            ","0060271","陈嘉乐                                  ","","","19020169920178281","20161229","20170224","",+0000000000000000000.00,+000000000000000000.00,+000000000000000000.00,"",+0.0,"",+0.0,"",+0.0,"",+0.0,"","","","20170124"
"03","12071278","0000080053795178","江门市振业水产有限公司","EP","","4A","20161229","20161229","20161229","USD",+000000000000118000.00,+000000000000118000.00,"","1","08100","08108","国际业务部                            ","0060271","陈嘉乐                                  ","","","19020169920178225","20161229","20170306","",+0000000000000000000.00,+000000000000000000.00,+000000000000000000.00,"",+0.0,"",+0.0,"",+0.0,"",+0.0,"","","","20170124"
"03","12318310","0000080053795178","江门市振业水产有限公司","EP","","4A","20170104","20170104","20170104","USD",+000000000000020000.00,+000000000000020000.00,"","1","08100","08108","国际业务部                            ","0060271","陈嘉乐                                  ","","","19020179910022661","20170104","20170223","",+0000000000000000000.00,+000000000000000000.00,+000000000000000000.00,"",+0.0,"",+0.0,"",+0.0,"",+0.0,"","","","20170124"
"03","12349255","0000080053795178","江门市振业水产有限公司","EP","","4A","20170104","20170104","20170104","USD",+000000000000059000.00,+000000000000059000.00,"","1","08100","08108","国际业务部                            ","0060271","陈嘉乐                                  ","","","19020179910022638","20170104","20170310","",+0000000000000000000.00,+000000000000000000.00,+000000000000000000.00,"",+0.0,"",+0.0,"",+0.0,"",+0.0,"","","","20170124"
"03","12373350","0000080053795178","江门市振业水产有限公司","EP","","4A","20170104","20170104","20170104","USD",+000000000000059000.00,+000000000000059000.00,"","1","08100","08108","国际业务部                            ","0060271","陈嘉乐                                  ","","","19020179910022650","20170104","20170308","",+0000000000000000000.00,+000000000000000000.00,+000000000000000000.00,"",+0.0,"",+0.0,"",+0.0,"",+0.0,"","","","20170124"
